id,province,adl_katz_score,net_family_income_cad,has_dtc,is_veteran,sensitivity_case,private_pay_annual_cad,out_of_pocket_before_credits_annual_cad,metc_qualifying_amount_cad,metc_federal_value_cad,metc_provincial_value_cad,metc_credit_value_cad,dtc_credit_value_cad,ccc_credit_value_cad,vac_vip_credit_value_cad,total_credits_value_cad,out_of_pocket_after_credits_annual_cad,effective_credit_fraction_of_oop
344,NB,3,25000,True,True,dtc_and_vip,51611.3,22460.56,21710.56,3256.58,2040.79,5297.38,2284.69,633.53,12396.0,20611.6,1848.96,0.9177
345,NB,3,50000,False,False,baseline,51611.3,22460.56,20960.56,3144.08,1970.29,5114.38,0.0,0.0,0.0,5114.38,17346.18,0.2277
346,NB,3,50000,False,True,vip_only,51611.3,22460.56,20960.56,3144.08,1970.29,5114.38,0.0,0.0,12396.0,17510.38,4950.18,0.7796
347,NB,3,50000,True,False,dtc_only,51611.3,22460.56,20960.56,3144.08,1970.29,5114.38,2284.69,0.0,0.0,7399.06,15061.5,0.3294
348,NB,3,50000,True,True,dtc_and_vip,51611.3,22460.56,20960.56,3144.08,1970.29,5114.38,2284.69,0.0,12396.0,19795.06,2665.5,0.8813
349,NB,3,75000,False,False,baseline,51611.3,22460.56,20210.56,3031.58,1899.79,4931.38,0.0,0.0,0.0,4931.38,17529.18,0.2196
350,NB,3,75000,False,True,vip_only,51611.3,22460.56,20210.56,3031.58,1899.79,4931.38,0.0,0.0,12396.0,17327.38,5133.18,0.7715
351,NB,3,75000,True,False,dtc_only,51611.3,22460.56,20210.56,3031.58,1899.79,4931.38,2284.69,0.0,0.0,7216.06,15244.5,0.3213
352,NB,3,75000,True,True,dtc_and_vip,51611.3,22460.56,20210.56,3031.58,1899.79,4931.38,2284.69,0.0,12396.0,19612.06,2848.5,0.8732
353,NB,3,100000,False,False,baseline,51611.3,22460.56,19701.56,2955.23,1890.96,4846.19,0.0,0.0,0.0,4846.19,17614.37,0.2158
354,NB,3,100000,False,True,vip_only,51611.3,22460.56,19701.56,2955.23,1890.96,4846.19,0.0,0.0,12396.0,17242.19,5218.37,0.7677
355,NB,3,100000,True,False,dtc_only,51611.3,22460.56,19701.56,2955.23,1890.96,4846.19,2284.69,0.0,0.0,7130.88,15329.68,0.3175
356,NB,3,100000,True,True,dtc_and_vip,51611.3,22460.56,19701.56,2955.23,1890.96,4846.19,2284.69,0.0,12396.0,19526.88,2933.68,0.8694
357,NB,3,150000,False,False,baseline,51611.3,22460.56,19701.56,2955.23,1890.96,4846.19,0.0,0.0,0.0,4846.19,17614.37,0.2158
358,NB,3,150000,False,True,vip_only,51611.3,22460.56,19701.56,2955.23,1890.96,4846.19,0.0,0.0,12396.0,17242.19,5218.37,0.7677
359,NB,3,150000,True,False,dtc_only,51611.3,22460.56,19701.56,2955.23,1890.96,4846.19,2284.69,0.0,0.0,7130.88,15329.68,0.3175
360,NB,3,150000,True,True,dtc_and_vip,51611.3,22460.56,19701.56,2955.23,1890.96,4846.19,2284.69,0.0,12396.0,19526.88,2933.68,0.8694
361,NB,4,25000,False,False,baseline,38652.42,20895.63,20145.63,3021.84,1893.69,4915.53,0.0,633.53,0.0,5549.07,15346.56,0.2656
362,NB,4,25000,False,True,vip_only,38652.42,20895.63,20145.63,3021.84,1893.69,4915.53,0.0,633.53,12396.0,17945.07,2950.56,0.8588
363,NB,4,25000,True,False,dtc_only,38652.42,20895.63,20145.63,3021.84,1893.69,4915.53,2284.69,633.53,0.0,7833.75,13061.88,0.3749
364,NB,4,25000,True,True,dtc_and_vip,38652.42,20895.63,20145.63,3021.84,1893.69,4915.53,2284.69,633.53,12396.0,20229.75,665.88,0.9681
365,NB,4,50000,False,False,baseline,38652.42,20895.63,19395.63,2909.34,1823.19,4732.53,0.0,0.0,0.0,4732.53,16163.1,0.2265
366,NB,4,50000,False,True,vip_only,38652.42,20895.63,19395.63,2909.34,1823.19,4732.53,0.0,0.0,12396.0,17128.53,3767.1,0.8197
367,NB,4,50000,True,False,dtc_only,38652.42,20895.63,19395.63,2909.34,1823.19,4732.53,2284.69,0.0,0.0,7017.22,13878.41,0.3358
368,NB,4,50000,True,True,dtc_and_vip,38652.42,20895.63,19395.63,2909.34,1823.19,4732.53,2284.69,0.0,12396.0,19413.22,1482.41,0.9291
369,NB,4,75000,False,False,baseline,38652.42,20895.63,18645.63,2796.84,1752.69,4549.53,0.0,0.0,0.0,4549.53,16346.1,0.2177
370,NB,4,75000,False,True,vip_only,38652.42,20895.63,18645.63,2796.84,1752.69,4549.53,0.0,0.0,12396.0,16945.53,3950.1,0.811
371,NB,4,75000,True,False,dtc_only,38652.42,20895.63,18645.63,2796.84,1752.69,4549.53,2284.69,0.0,0.0,6834.22,14061.41,0.3271
372,NB,4,75000,True,True,dtc_and_vip,38652.42,20895.63,18645.63,2796.84,1752.69,4549.53,2284.69,0.0,12396.0,19230.22,1665.41,0.9203
373,NB,4,100000,False,False,baseline,38652.42,20895.63,18136.63,2720.49,1743.85,4464.35,0.0,0.0,0.0,4464.35,16431.28,0.2136
374,NB,4,100000,False,True,vip_only,38652.42,20895.63,18136.63,2720.49,1743.85,4464.35,0.0,0.0,12396.0,16860.35,4035.28,0.8069
375,NB,4,100000,True,False,dtc_only,38652.42,20895.63,18136.63,2720.49,1743.85,4464.35,2284.69,0.0,0.0,6749.03,14146.6,0.323
376,NB,4,100000,True,True,dtc_and_vip,38652.42,20895.63,18136.63,2720.49,1743.85,4464.35,2284.69,0.0,12396.0,19145.03,1750.6,0.9162
377,NB,4,150000,False,False,baseline,38652.42,20895.63,18136.63,2720.49,1743.85,4464.35,0.0,0.0,0.0,4464.35,16431.28,0.2136
378,NB,4,150000,False,True,vip_only,38652.42,20895.63,18136.63,2720.49,1743.85,4464.35,0.0,0.0,12396.0,16860.35,4035.28,0.8069
379,NB,4,150000,True,False,dtc_only,38652.42,20895.63,18136.63,2720.49,1743.85,4464.35,2284.69,0.0,0.0,6749.03,14146.6,0.323
380,NB,4,150000,True,True,dtc_and_vip,38652.42,20895.63,18136.63,2720.49,1743.85,4464.35,2284.69,0.0,12396.0,19145.03,1750.6,0.9162
381,NB,5,25000,False,False,baseline,25693.55,25693.55,24943.55,3741.53,2344.69,6086.23,0.0,0.0,0.0,6086.23,19607.32,0.2369
382,NB,5,25000,False,True,vip_only,25693.55,25693.55,24943.55,3741.53,2344.69,6086.23,0.0,0.0,12396.0,18482.23,7211.32,0.7193
383,NB,5,25000,True,False,dtc_only,25693.55,25693.55,24943.55,3741.53,2344.69,6086.23,2284.69,0.0,0.0,8370.91,17322.64,0.3258
384,NB,5,25000,True,True,dtc_and_vip,25693.55,25693.55,24943.55,3741.53,2344.69,6086.23,2284.69,0.0,12396.0,20766.91,4926.64,0.8083
385,NB,5,50000,False,False,baseline,25693.55,25693.55,24193.55,3629.03,2274.19,5903.23,0.0,0.0,0.0,5903.23,19790.32,0.2298
386,NB,5,50000,False,True,vip_only,25693.55,25693.55,24193.55,3629.03,2274.19,5903.23,0.0,0.0,12396.0,18299.23,7394.32,0.7122
387,NB,5,50000,True,False,dtc_only,25693.55,25693.55,24193.55,3629.03,2274.19,5903.23,2284.69,0.0,0.0,8187.91,17505.64,0.3187
388,NB,5,50000,True,True,dtc_and_vip,25693.55,25693.55,24193.55,3629.03,2274.19,5903.23,2284.69,0.0,12396.0,20583.91,5109.64,0.8011
389,NB,5,75000,False,False,baseline,25693.55,25693.55,23443.55,3516.53,2203.69,5720.23,0.0,0.0,0.0,5720.23,19973.32,0.2226
390,NB,5,75000,False,True,vip_only,25693.55,25693.55,23443.55,3516.53,2203.69,5720.23,0.0,0.0,12396.0,18116.23,7577.32,0.7051
391,NB,5,75000,True,False,dtc_only,25693.55,25693.55,23443.55,3516.53,2203.69,5720.23,2284.69,0.0,0.0,8004.91,17688.64,0.3116
392,NB,5,75000,True,True,dtc_and_vip,25693.55,25693.55,23443.55,3516.53,2203.69,5720.23,2284.69,0.0,12396.0,20400.91,5292.64,0.794
393,NB,5,100000,False,False,baseline,25693.55,25693.55,22934.55,3440.18,2194.86,5635.04,0.0,0.0,0.0,5635.04,20058.51,0.2193
394,NB,5,100000,False,True,vip_only,25693.55,25693.55,22934.55,3440.18,2194.86,5635.04,0.0,0.0,12396.0,18031.04,7662.51,0.7018
395,NB,5,100000,True,False,dtc_only,25693.55,25693.55,22934.55,3440.18,2194.86,5635.04,2284.69,0.0,0.0,7919.73,17773.82,0.3082
396,NB,5,100000,True,True,dtc_and_vip,25693.55,25693.55,22934.55,3440.18,2194.86,5635.04,2284.69,0.0,12396.0,20315.73,5377.82,0.7907
397,NB,5,150000,False,False,baseline,25693.55,25693.55,22934.55,3440.18,2194.86,5635.04,0.0,0.0,0.0,5635.04,20058.51,0.2193
398,NB,5,150000,False,True,vip_only,25693.55,25693.55,22934.55,3440.18,2194.86,5635.04,0.0,0.0,12396.0,18031.04,7662.51,0.7018
399,NB,5,150000,True,False,dtc_only,25693.55,25693.55,22934.55,3440.18,2194.86,5635.04,2284.69,0.0,0.0,7919.73,17773.82,0.3082
400,NB,5,150000,True,True,dtc_and_vip,25693.55,25693.55,22934.55,3440.18,2194.86,5635.04,2284.69,0.0,12396.0,20315.73,5377.82,0.7907
401,NL,1,25000,False,False,baseline,81135.05,23064.13,22314.13,3347.12,1941.33,5288.45,0.0,566.62,0.0,5855.07,17209.06,0.2539
402,NL,1,25000,False,True,vip_only,81135.05,23064.13,22314.13,3347.12,1941.33,5288.45,0.0,566.62,12396.0,18251.07,4813.06,0.7913
403,NL,1,25000,True,False,dtc_only,81135.05,23064.13,22314.13,3347.12,1941.33,5288.45,2095.37,566.62,0.0,7950.44,15113.69,0.3447
404,NL,1,25000,True,True,dtc_and_vip,81135.05,23064.13,22314.13,3347.12,1941.33,5288.45,2095.37,566.62,12396.0,20346.44,2717.69,0.8822
405,NL,1,50000,False,False,baseline,81135.05,23064.13,21564.13,3234.62,1876.08,5110.7,0.0,0.0,0.0,5110.7,17953.43,0.2216
406,NL,1,50000,False,True,vip_only,81135.05,23064.13,21564.13,3234.62,1876.08,5110.7,0.0,0.0,12396.0,17506.7,5557.43,0.759
407,NL,1,50000,True,False,dtc_only,81135.05,23064.13,21564.13,3234.62,1876.08,5110.7,2095.37,0.0,0.0,7206.07,15858.06,0.3124
408,NL,1,50000,True,True,dtc_and_vip,81135.05,23064.13,21564.13,3234.62,1876.08,5110.7,2095.37,0.0,12396.0,19602.07,3462.06,0.8499
409,NL,1,75000,False,False,baseline,81135.05,23064.13,20814.13,3122.12,1822.49,4944.61,0.0,0.0,0.0,4944.61,18119.52,0.2144
410,NL,1,75000,False,True,vip_only,81135.05,23064.13,20814.13,3122.12,1822.49,4944.61,0.0,0.0,12396.0,17340.61,5723.52,0.7518
411,NL,1,75000,True,False,dtc_only,81135.05,23064.13,20814.13,3122.12,1822.49,4944.61,2095.37,0.0,0.0,7039.97,16024.16,0.3052
412,NL,1,75000,True,True,dtc_and_vip,81135.05,23064.13,20814.13,3122.12,1822.49,4944.61,2095.37,0.0,12396.0,19435.97,3628.16,0.8427
413,NL,1,100000,False,False,baseline,81135.05,23064.13,20305.13,3045.77,1822.49,4868.26,0.0,0.0,0.0,4868.26,18195.87,0.2111
414,NL,1,100000,False,True,vip_only,81135.05,23064.13,20305.13,3045.77,1822.49,4868.26,0.0,0.0,12396.0,17264.26,5799.87,0.7485
415,NL,1,100000,True,False,dtc_only,81135.05,23064.13,20305.13,3045.77,1822.49,4868.26,2095.37,0.0,0.0,6963.62,16100.51,0.3019
416,NL,1,100000,True,True,dtc_and_vip,81135.05,23064.13,20305.13,3045.77,1822.49,4868.26,2095.37,0.0,12396.0,19359.62,3704.51,0.8394
417,NL,1,150000,False,False,baseline,81135.05,23064.13,20305.13,3045.77,1822.49,4868.26,0.0,0.0,0.0,4868.26,18195.87,0.2111
418,NL,1,150000,False,True,vip_only,81135.05,23064.13,20305.13,3045.77,1822.49,4868.26,0.0,0.0,12396.0,17264.26,5799.87,0.7485
419,NL,1,150000,True,False,dtc_only,81135.05,23064.13,20305.13,3045.77,1822.49,4868.26,2095.37,0.0,0.0,6963.62,16100.51,0.3019
420,NL,1,150000,True,True,dtc_and_vip,81135.05,23064.13,20305.13,3045.77,1822.49,4868.26,2095.37,0.0,12396.0,19359.62,3704.51,0.8394
421,NL,2,25000,False,False,baseline,67573.44,20342.42,19592.42,2938.86,1704.54,4643.4,0.0,566.62,0.0,5210.02,15132.4,0.2561
422,NL,2,25000,False,True,vip_only,67573.44,20342.42,19592.42,2938.86,1704.54,4643.4,0.0,566.62,12396.0,17606.02,2736.4,0.8655
423,NL,2,25000,True,False,dtc_only,67573.44,20342.42,19592.42,2938.86,1704.54,4643.4,2095.37,566.62,0.0,7305.39,13037.03,0.3591
424,NL,2,25000,True,True,dtc_and_vip,67573.44,20342.42,19592.42,2938.86,1704.54,4643.4,2095.37,566.62,12396.0,19701.39,641.03,0.9685
425,NL,2,50000,False,False,baseline,67573.44,20342.42,18842.42,2826.36,1639.29,4465.65,0.0,0.0,0.0,4465.65,15876.77,0.2195
426,NL,2,50000,False,True,vip_only,67573.44,20342.42,18842.42,2826.36,1639.29,4465.65,0.0,0.0,12396.0,16861.65,3480.77,0.8289
427,NL,2,50000,True,False,dtc_only,67573.44,20342.42,18842.42,2826.36,1639.29,4465.65,2095.37,0.0,0.0,6561.02,13781.4,0.3225
428,NL,2,50000,True,True,dtc_and_vip,67573.44,20342.42,18842.42,2826.36,1639.29,4465.65,2095.37,0.0,12396.0,18957.02,1385.4,0.9319
429,NL,2,75000,False,False,baseline,67573.44,20342.42,18092.42,2713.86,1585.7,4299.56,0.0,0.0,0.0,4299.56,16042.86,0.2114
430,NL,2,75000,False,True,vip_only,67573.44,20342.42,18092.42,2713.86,1585.7,4299.56,0.0,0.0,12396.0,16695.56,3646.86,0.8207
431,NL,2,75000,True,False,dtc_only,67573.44,20342.42,18092.42,2713.86,1585.7,4299.56,2095.37,0.0,0.0,6394.93,13947.49,0.3144
432,NL,2,75000,True,True,dtc_and_vip,67573.44,20342.42,18092.42,2713.86,1585.7,4299.56,2095.37,0.0,12396.0,18790.93,1551.49,0.9237
433,NL,2,100000,False,False,baseline,67573.44,20342.42,17583.42,2637.51,1585.7,4223.21,0.0,0.0,0.0,4223.21,16119.21,0.2076
434,NL,2,100000,False,True,vip_only,67573.44,20342.42,17583.42,2637.51,1585.7,4223.21,0.0,0.0,12396.0,16619.21,3723.21,0.817
435,NL,2,100000,True,False,dtc_only,67573.44,20342.42,17583.42,2637.51,1585.7,4223.21,2095.37,0.0,0.0,6318.58,14023.84,0.3106
436,NL,2,100000,True,True,dtc_and_vip,67573.44,20342.42,17583.42,2637.51,1585.7,4223.21,2095.37,0.0,12396.0,18714.58,1627.84,0.92
437,NL,2,150000,False,False,baseline,67573.44,20342.42,17583.42,2637.51,1585.7,4223.21,0.0,0.0,0.0,4223.21,16119.21,0.2076
438,NL,2,150000,False,True,vip_only,67573.44,20342.42,17583.42,2637.51,1585.7,4223.21,0.0,0.0,12396.0,16619.21,3723.21,0.817
439,NL,2,150000,True,False,dtc_only,67573.44,20342.42,17583.42,2637.51,1585.7,4223.21,2095.37,0.0,0.0,6318.58,14023.84,0.3106
440,NL,2,150000,True,True,dtc_and_vip,67573.44,20342.42,17583.42,2637.51,1585.7,4223.21,2095.37,0.0,12396.0,18714.58,1627.84,0.92
441,NL,3,25000,False,False,baseline,54011.83,20408.12,19658.12,2948.72,1710.26,4658.97,0.0,566.62,0.0,5225.59,15182.53,0.2561
442,NL,3,25000,False,True,vip_only,54011.83,20408.12,19658.12,2948.72,1710.26,4658.97,0.0,566.62,12396.0,17621.59,2786.53,0.8635
443,NL,3,25000,True,False,dtc_only,54011.83,20408.12,19658.12,2948.72,1710.26,4658.97,2095.37,566.62,0.0,7320.96,13087.16,0.3587
444,NL,3,25000,True,True,dtc_and_vip,54011.83,20408.12,19658.12,2948.72,1710.26,4658.97,2095.37,566.62,12396.0,19716.96,691.16,0.9661
445,NL,3,50000,False,False,baseline,54011.83,20408.12,18908.12,2836.22,1645.01,4481.22,0.0,0.0,0.0,4481.22,15926.9,0.2196
446,NL,3,50000,False,True,vip_only,54011.83,20408.12,18908.12,2836.22,1645.01,4481.22,0.0,0.0,12396.0,16877.22,3530.9,0.827
447,NL,3,50000,True,False,dtc_only,54011.83,20408.12,18908.12,2836.22,1645.01,4481.22,2095.37,0.0,0.0,6576.59,13831.53,0.3223
448,NL,3,50000,True,True,dtc_and_vip,54011.83,20408.12,18908.12,2836.22,1645.01,4481.22,2095.37,0.0,12396.0,18972.59,1435.53,0.9297
449,NL,3,75000,False,False,baseline,54011.83,20408.12,18158.12,2723.72,1591.41,4315.13,0.0,0.0,0.0,4315.13,16092.99,0.2114
450,NL,3,75000,False,True,vip_only,54011.83,20408.12,18158.12,2723.72,1591.41,4315.13,0.0,0.0,12396.0,16711.13,3696.99,0.8188
451,NL,3,75000,True,False,dtc_only,54011.83,20408.12,18158.12,2723.72,1591.41,4315.13,2095.37,0.0,0.0,6410.5,13997.62,0.3141
452,NL,3,75000,True,True,dtc_and_vip,54011.83,20408.12,18158.12,2723.72,1591.41,4315.13,2095.37,0.0,12396.0,18806.5,1601.62,0.9215
453,NL,3,100000,False,False,baseline,54011.83,20408.12,17649.12,2647.37,1591.41,4238.78,0.0,0.0,0.0,4238.78,16169.34,0.2077
454,NL,3,100000,False,True,vip_only,54011.83,20408.12,17649.12,2647.37,1591.41,4238.78,0.0,0.0,12396.0,16634.78,3773.34,0.8151
455,NL,3,100000,True,False,dtc_only,54011.83,20408.12,17649.12,2647.37,1591.41,4238.78,2095.37,0.0,0.0,6334.15,14073.97,0.3104
456,NL,3,100000,True,True,dtc_and_vip,54011.83,20408.12,17649.12,2647.37,1591.41,4238.78,2095.37,0.0,12396.0,18730.15,1677.97,0.9178
457,NL,3,150000,False,False,baseline,54011.83,20408.12,17649.12,2647.37,1591.41,4238.78,0.0,0.0,0.0,4238.78,16169.34,0.2077
458,NL,3,150000,False,True,vip_only,54011.83,20408.12,17649.12,2647.37,1591.41,4238.78,0.0,0.0,12396.0,16634.78,3773.34,0.8151
459,NL,3,150000,True,False,dtc_only,54011.83,20408.12,17649.12,2647.37,1591.41,4238.78,2095.37,0.0,0.0,6334.15,14073.97,0.3104
460,NL,3,150000,True,True,dtc_and_vip,54011.83,20408.12,17649.12,2647.37,1591.41,4238.78,2095.37,0.0,12396.0,18730.15,1677.97,0.9178
461,NL,4,25000,False,False,baseline,40450.21,24964.63,24214.63,3632.19,2106.67,5738.87,0.0,566.62,0.0,6305.49,18659.14,0.2526
462,NL,4,25000,False,True,vip_only,40450.21,24964.63,24214.63,3632.19,2106.67,5738.87,0.0,566.62,12396.0,18701.49,6263.14,0.7491
463,NL,4,25000,True,False,dtc_only,40450.21,24964.63,24214.63,3632.19,2106.67,5738.87,2095.37,566.62,0.0,8400.86,16563.77,0.3365
464,NL,4,25000,True,True,dtc_and_vip,40450.21,24964.63,24214.63,3632.19,2106.67,5738.87,2095.37,566.62,12396.0,20796.86,4167.77,0.8331
465,NL,4,50000,False,False,baseline,40450.21,24964.63,23464.63,3519.69,2041.42,5561.12,0.0,0.0,0.0,5561.12,19403.51,0.2228
466,NL,4,50000,False,True,vip_only,40450.21,24964.63,23464.63,3519.69,2041.42,5561.12,0.0,0.0,12396.0,17957.12,7007.51,0.7193
467,NL,4,50000,True,False,dtc_only,40450.21,24964.63,23464.63,3519.69,2041.42,5561.12,2095.37,0.0,0.0,7656.49,17308.14,0.3067
468,NL,4,50000,True,True,dtc_and_vip,40450.21,24964.63,23464.63,3519.69,2041.42,5561.12,2095.37,0.0,12396.0,20052.49,4912.14,0.8032
469,NL,4,75000,False,False,baseline,40450.21,24964.63,22714.63,3407.19,1987.83,5395.03,0.0,0.0,0.0,5395.03,19569.6,0.2161
470,NL,4,75000,False,True,vip_only,40450.21,24964.63,22714.63,3407.19,1987.83,5395.03,0.0,0.0,12396.0,17791.03,7173.6,0.7126
471,NL,4,75000,True,False,dtc_only,40450.21,24964.63,22714.63,3407.19,1987.83,5395.03,2095.37,0.0,0.0,7490.39,17474.24,0.3
472,NL,4,75000,True,True,dtc_and_vip,40450.21,24964.63,22714.63,3407.19,1987.83,5395.03,2095.37,0.0,12396.0,19886.39,5078.24,0.7966
473,NL,4,100000,False,False,baseline,40450.21,24964.63,22205.63,3330.84,1987.83,5318.68,0.0,0.0,0.0,5318.68,19645.95,0.213
474,NL,4,100000,False,True,vip_only,40450.21,24964.63,22205.63,3330.84,1987.83,5318.68,0.0,0.0,12396.0,17714.68,7249.95,0.7096
475,NL,4,100000,True,False,dtc_only,40450.21,24964.63,22205.63,3330.84,1987.83,5318.68,2095.37,0.0,0.0,7414.04,17550.59,0.297
476,NL,4,100000,True,True,dtc_and_vip,40450.21,24964.63,22205.63,3330.84,1987.83,5318.68,2095.37,0.0,12396.0,19810.04,5154.59,0.7935
477,NL,4,150000,False,False,baseline,40450.21,24964.63,22205.63,3330.84,1987.83,5318.68,0.0,0.0,0.0,5318.68,19645.95,0.213
478,NL,4,150000,False,True,vip_only,40450.21,24964.63,22205.63,3330.84,1987.83,5318.68,0.0,0.0,12396.0,17714.68,7249.95,0.7096
479,NL,4,150000,True,False,dtc_only,40450.21,24964.63,22205.63,3330.84,1987.83,5318.68,2095.37,0.0,0.0,7414.04,17550.59,0.297
480,NL,4,150000,True,True,dtc_and_vip,40450.21,24964.63,22205.63,3330.84,1987.83,5318.68,2095.37,0.0,12396.0,19810.04,5154.59,0.7935
481,NL,5,25000,False,False,baseline,26888.6,26888.6,26138.6,3920.79,2274.06,6194.85,0.0,0.0,0.0,6194.85,20693.75,0.2304
482,NL,5,25000,False,True,vip_only,26888.6,26888.6,26138.6,3920.79,2274.06,6194.85,0.0,0.0,12396.0,18590.85,8297.75,0.6914
483,NL,5,25000,True,False,dtc_only,26888.6,26888.6,26138.6,3920.79,2274.06,6194.85,2095.37,0.0,0.0,8290.22,18598.38,0.3083
484,NL,5,25000,True,True,dtc_and_vip,26888.6,26888.6,26138.6,3920.79,2274.06,6194.85,2095.37,0.0,12396.0,20686.22,6202.38,0.7693
485,NL,5,50000,False,False,baseline,26888.6,26888.6,25388.6,3808.29,2208.81,6017.1,0.0,0.0,0.0,6017.1,20871.5,0.2238
486,NL,5,50000,False,True,vip_only,26888.6,26888.6,25388.6,3808.29,2208.81,6017.1,0.0,0.0,12396.0,18413.1,8475.5,0.6848
487,NL,5,50000,True,False,dtc_only,26888.6,26888.6,25388.6,3808.29,2208.81,6017.1,2095.37,0.0,0.0,8112.47,18776.13,0.3017
488,NL,5,50000,True,True,dtc_and_vip,26888.6,26888.6,25388.6,3808.29,2208.81,6017.1,2095.37,0.0,12396.0,20508.47,6380.13,0.7627
489,NL,5,75000,False,False,baseline,26888.6,26888.6,24638.6,3695.79,2155.22,5851.01,0.0,0.0,0.0,5851.01,21037.59,0.2176
490,NL,5,75000,False,True,vip_only,26888.6,26888.6,24638.6,3695.79,2155.22,5851.01,0.0,0.0,12396.0,18247.01,8641.59,0.6786
491,NL,5,75000,True,False,dtc_only,26888.6,26888.6,24638.6,3695.79,2155.22,5851.01,2095.37,0.0,0.0,7946.37,18942.23,0.2955
492,NL,5,75000,True,True,dtc_and_vip,26888.6,26888.6,24638.6,3695.79,2155.22,5851.01,2095.37,0.0,12396.0,20342.37,6546.23,0.7565
493,NL,5,100000,False,False,baseline,26888.6,26888.6,24129.6,3619.44,2155.22,5774.66,0.0,0.0,0.0,5774.66,21113.94,0.2148
494,NL,5,100000,False,True,vip_only,26888.6,26888.6,24129.6,3619.44,2155.22,5774.66,0.0,0.0,12396.0,18170.66,8717.94,0.6758
495,NL,5,100000,True,False,dtc_only,26888.6,26888.6,24129.6,3619.44,2155.22,5774.66,2095.37,0.0,0.0,7870.02,19018.58,0.2927
496,NL,5,100000,True,True,dtc_and_vip,26888.6,26888.6,24129.6,3619.44,2155.22,5774.66,2095.37,0.0,12396.0,20266.02,6622.58,0.7537
497,NL,5,150000,False,False,baseline,26888.6,26888.6,24129.6,3619.44,2155.22,5774.66,0.0,0.0,0.0,5774.66,21113.94,0.2148
498,NL,5,150000,False,True,vip_only,26888.6,26888.6,24129.6,3619.44,2155.22,5774.66,0.0,0.0,12396.0,18170.66,8717.94,0.6758
499,NL,5,150000,True,False,dtc_only,26888.6,26888.6,24129.6,3619.44,2155.22,5774.66,2095.37,0.0,0.0,7870.02,19018.58,0.2927
500,NL,5,150000,True,True,dtc_and_vip,26888.6,26888.6,24129.6,3619.44,2155.22,5774.66,2095.37,0.0,12396.0,20266.02,6622.58,0.7537
501,NS,1,25000,False,False,baseline,79332.05,22551.59,21801.59,3270.24,1916.36,5186.6,0.0,612.48,0.0,5799.08,16752.51,0.2571
502,NS,1,25000,False,True,vip_only,79332.05,22551.59,21801.59,3270.24,1916.36,5186.6,0.0,612.48,12396.0,18195.08,4356.51,0.8068
503,NS,1,25000,True,False,dtc_only,79332.05,22551.59,21801.59,3270.24,1916.36,5186.6,2126.07,612.48,0.0,7925.15,14626.44,0.3514
504,NS,1,25000,True,True,dtc_and_vip,79332.05,22551.59,21801.59,3270.24,1916.36,5186.6,2126.07,612.48,12396.0,20321.15,2230.44,0.9011
505,NS,1,50000,False,False,baseline,79332.05,22551.59,21051.59,3157.74,1850.44,5008.17,0.0,0.0,0.0,5008.17,17543.42,0.2221
506,NS,1,50000,False,True,vip_only,79332.05,22551.59,21051.59,3157.74,1850.44,5008.17,0.0,0.0,12396.0,17404.17,5147.42,0.7717
507,NS,1,50000,True,False,dtc_only,79332.05,22551.59,21051.59,3157.74,1850.44,5008.17,2126.07,0.0,0.0,7134.25,15417.34,0.3164
508,NS,1,50000,True,True,dtc_and_vip,79332.05,22551.59,21051.59,3157.74,1850.44,5008.17,2126.07,0.0,12396.0,19530.25,3021.34,0.866
509,NS,1,75000,False,False,baseline,79332.05,22551.59,20301.59,3045.24,1838.39,4883.63,0.0,0.0,0.0,4883.63,17667.96,0.2166
510,NS,1,75000,False,True,vip_only,79332.05,22551.59,20301.59,3045.24,1838.39,4883.63,0.0,0.0,12396.0,17279.63,5271.96,0.7662
511,NS,1,75000,True,False,dtc_only,79332.05,22551.59,20301.59,3045.24,1838.39,4883.63,2126.07,0.0,0.0,7009.71,15541.88,0.3108
512,NS,1,75000,True,True,dtc_and_vip,79332.05,22551.59,20301.59,3045.24,1838.39,4883.63,2126.07,0.0,12396.0,19405.71,3145.88,0.8605
513,NS,1,100000,False,False,baseline,79332.05,22551.59,19792.59,2968.89,1838.39,4807.28,0.0,0.0,0.0,4807.28,17744.31,0.2132
514,NS,1,100000,False,True,vip_only,79332.05,22551.59,19792.59,2968.89,1838.39,4807.28,0.0,0.0,12396.0,17203.28,5348.31,0.7628
515,NS,1,100000,True,False,dtc_only,79332.05,22551.59,19792.59,2968.89,1838.39,4807.28,2126.07,0.0,0.0,6933.36,15618.23,0.3074
516,NS,1,100000,True,True,dtc_and_vip,79332.05,22551.59,19792.59,2968.89,1838.39,4807.28,2126.07,0.0,12396.0,19329.36,3222.23,0.8571
517,NS,1,150000,False,False,baseline,79332.05,22551.59,19792.59,2968.89,1838.39,4807.28,0.0,0.0,0.0,4807.28,17744.31,0.2132
518,NS,1,150000,False,True,vip_only,79332.05,22551.59,19792.59,2968.89,1838.39,4807.28,0.0,0.0,12396.0,17203.28,5348.31,0.7628
519,NS,1,150000,True,False,dtc_only,79332.05,22551.59,19792.59,2968.89,1838.39,4807.28,2126.07,0.0,0.0,6933.36,15618.23,0.3074
520,NS,1,150000,True,True,dtc_and_vip,79332.05,22551.59,19792.59,2968.89,1838.39,4807.28,2126.07,0.0,12396.0,19329.36,3222.23,0.8571
