id,province,adl_katz_score,net_family_income_cad,has_dtc,is_veteran,sensitivity_case,private_pay_annual_cad,out_of_pocket_before_credits_annual_cad,metc_qualifying_amount_cad,metc_federal_value_cad,metc_provincial_value_cad,metc_credit_value_cad,dtc_credit_value_cad,ccc_credit_value_cad,vac_vip_credit_value_cad,total_credits_value_cad,out_of_pocket_after_credits_annual_cad,effective_credit_fraction_of_oop
698,NT,5,150000,False,True,vip_only,40332.9,40332.9,37573.9,5636.08,2216.86,7852.94,0.0,0.0,12396.0,20248.94,20083.96,0.502
699,NT,5,150000,True,False,dtc_only,40332.9,40332.9,37573.9,5636.08,2216.86,7852.94,2316.24,0.0,0.0,10169.18,30163.72,0.2521
700,NT,5,150000,True,True,dtc_and_vip,40332.9,40332.9,37573.9,5636.08,2216.86,7852.94,2316.24,0.0,12396.0,22565.18,17767.72,0.5595
701,NU,1,25000,False,False,baseline,135225.09,57797.19,57047.19,8557.08,2281.89,10838.97,0.0,536.9,0.0,11375.87,46421.32,0.1968
702,NU,1,25000,False,True,vip_only,135225.09,57797.19,57047.19,8557.08,2281.89,10838.97,0.0,536.9,12396.0,23771.87,34025.32,0.4113
703,NU,1,25000,True,False,dtc_only,135225.09,57797.19,57047.19,8557.08,2281.89,10838.97,2098.4,536.9,0.0,13474.27,44322.92,0.2331
704,NU,1,25000,True,True,dtc_and_vip,135225.09,57797.19,57047.19,8557.08,2281.89,10838.97,2098.4,536.9,12396.0,25870.27,31926.92,0.4476
705,NU,1,50000,False,False,baseline,135225.09,57797.19,56297.19,8444.58,2251.89,10696.47,0.0,0.0,0.0,10696.47,47100.72,0.1851
706,NU,1,50000,False,True,vip_only,135225.09,57797.19,56297.19,8444.58,2251.89,10696.47,0.0,0.0,12396.0,23092.47,34704.72,0.3995
707,NU,1,50000,True,False,dtc_only,135225.09,57797.19,56297.19,8444.58,2251.89,10696.47,2098.4,0.0,0.0,12794.87,45002.32,0.2214
708,NU,1,50000,True,True,dtc_and_vip,135225.09,57797.19,56297.19,8444.58,2251.89,10696.47,2098.4,0.0,12396.0,25190.87,32606.32,0.4358
709,NU,1,75000,False,False,baseline,135225.09,57797.19,55547.19,8332.08,2221.89,10553.97,0.0,0.0,0.0,10553.97,47243.22,0.1826
710,NU,1,75000,False,True,vip_only,135225.09,57797.19,55547.19,8332.08,2221.89,10553.97,0.0,0.0,12396.0,22949.97,34847.22,0.3971
711,NU,1,75000,True,False,dtc_only,135225.09,57797.19,55547.19,8332.08,2221.89,10553.97,2098.4,0.0,0.0,12652.37,45144.82,0.2189
712,NU,1,75000,True,True,dtc_and_vip,135225.09,57797.19,55547.19,8332.08,2221.89,10553.97,2098.4,0.0,12396.0,25048.37,32748.82,0.4334
713,NU,1,100000,False,False,baseline,135225.09,57797.19,55038.19,8255.73,2201.53,10457.26,0.0,0.0,0.0,10457.26,47339.93,0.1809
714,NU,1,100000,False,True,vip_only,135225.09,57797.19,55038.19,8255.73,2201.53,10457.26,0.0,0.0,12396.0,22853.26,34943.93,0.3954
715,NU,1,100000,True,False,dtc_only,135225.09,57797.19,55038.19,8255.73,2201.53,10457.26,2098.4,0.0,0.0,12555.66,45241.53,0.2172
716,NU,1,100000,True,True,dtc_and_vip,135225.09,57797.19,55038.19,8255.73,2201.53,10457.26,2098.4,0.0,12396.0,24951.66,32845.53,0.4317
717,NU,1,150000,False,False,baseline,135225.09,57797.19,55038.19,8255.73,2201.53,10457.26,0.0,0.0,0.0,10457.26,47339.93,0.1809
718,NU,1,150000,False,True,vip_only,135225.09,57797.19,55038.19,8255.73,2201.53,10457.26,0.0,0.0,12396.0,22853.26,34943.93,0.3954
719,NU,1,150000,True,False,dtc_only,135225.09,57797.19,55038.19,8255.73,2201.53,10457.26,2098.4,0.0,0.0,12555.66,45241.53,0.2172
720,NU,1,150000,True,True,dtc_and_vip,135225.09,57797.19,55038.19,8255.73,2201.53,10457.26,2098.4,0.0,12396.0,24951.66,32845.53,0.4317
721,NU,2,25000,False,False,baseline,112622.4,55841.94,55091.94,8263.79,2203.68,10467.47,0.0,536.9,0.0,11004.37,44837.57,0.1971
722,NU,2,25000,False,True,vip_only,112622.4,55841.94,55091.94,8263.79,2203.68,10467.47,0.0,536.9,12396.0,23400.37,32441.57,0.419
723,NU,2,25000,True,False,dtc_only,112622.4,55841.94,55091.94,8263.79,2203.68,10467.47,2098.4,536.9,0.0,13102.77,42739.17,0.2346
724,NU,2,25000,True,True,dtc_and_vip,112622.4,55841.94,55091.94,8263.79,2203.68,10467.47,2098.4,536.9,12396.0,25498.77,30343.17,0.4566
725,NU,2,50000,False,False,baseline,112622.4,55841.94,54341.94,8151.29,2173.68,10324.97,0.0,0.0,0.0,10324.97,45516.97,0.1849
726,NU,2,50000,False,True,vip_only,112622.4,55841.94,54341.94,8151.29,2173.68,10324.97,0.0,0.0,12396.0,22720.97,33120.97,0.4069
727,NU,2,50000,True,False,dtc_only,112622.4,55841.94,54341.94,8151.29,2173.68,10324.97,2098.4,0.0,0.0,12423.37,43418.57,0.2225
728,NU,2,50000,True,True,dtc_and_vip,112622.4,55841.94,54341.94,8151.29,2173.68,10324.97,2098.4,0.0,12396.0,24819.37,31022.57,0.4445
729,NU,2,75000,False,False,baseline,112622.4,55841.94,53591.94,8038.79,2143.68,10182.47,0.0,0.0,0.0,10182.47,45659.47,0.1823
730,NU,2,75000,False,True,vip_only,112622.4,55841.94,53591.94,8038.79,2143.68,10182.47,0.0,0.0,12396.0,22578.47,33263.47,0.4043
731,NU,2,75000,True,False,dtc_only,112622.4,55841.94,53591.94,8038.79,2143.68,10182.47,2098.4,0.0,0.0,12280.87,43561.07,0.2199
732,NU,2,75000,True,True,dtc_and_vip,112622.4,55841.94,53591.94,8038.79,2143.68,10182.47,2098.4,0.0,12396.0,24676.87,31165.07,0.4419
733,NU,2,100000,False,False,baseline,112622.4,55841.94,53082.94,7962.44,2123.32,10085.76,0.0,0.0,0.0,10085.76,45756.18,0.1806
734,NU,2,100000,False,True,vip_only,112622.4,55841.94,53082.94,7962.44,2123.32,10085.76,0.0,0.0,12396.0,22481.76,33360.18,0.4026
735,NU,2,100000,True,False,dtc_only,112622.4,55841.94,53082.94,7962.44,2123.32,10085.76,2098.4,0.0,0.0,12184.16,43657.78,0.2182
736,NU,2,100000,True,True,dtc_and_vip,112622.4,55841.94,53082.94,7962.44,2123.32,10085.76,2098.4,0.0,12396.0,24580.16,31261.78,0.4402
737,NU,2,150000,False,False,baseline,112622.4,55841.94,53082.94,7962.44,2123.32,10085.76,0.0,0.0,0.0,10085.76,45756.18,0.1806
738,NU,2,150000,False,True,vip_only,112622.4,55841.94,53082.94,7962.44,2123.32,10085.76,0.0,0.0,12396.0,22481.76,33360.18,0.4026
739,NU,2,150000,True,False,dtc_only,112622.4,55841.94,53082.94,7962.44,2123.32,10085.76,2098.4,0.0,0.0,12184.16,43657.78,0.2182
740,NU,2,150000,True,True,dtc_and_vip,112622.4,55841.94,53082.94,7962.44,2123.32,10085.76,2098.4,0.0,12396.0,24580.16,31261.78,0.4402
741,NU,3,25000,False,False,baseline,90019.71,53886.69,53136.69,7970.5,2125.47,10095.97,0.0,536.9,0.0,10632.88,43253.81,0.1973
742,NU,3,25000,False,True,vip_only,90019.71,53886.69,53136.69,7970.5,2125.47,10095.97,0.0,536.9,12396.0,23028.88,30857.81,0.4274
743,NU,3,25000,True,False,dtc_only,90019.71,53886.69,53136.69,7970.5,2125.47,10095.97,2098.4,536.9,0.0,12731.28,41155.41,0.2363
744,NU,3,25000,True,True,dtc_and_vip,90019.71,53886.69,53136.69,7970.5,2125.47,10095.97,2098.4,536.9,12396.0,25127.28,28759.41,0.4663
745,NU,3,50000,False,False,baseline,90019.71,53886.69,52386.69,7858.0,2095.47,9953.47,0.0,0.0,0.0,9953.47,43933.22,0.1847
746,NU,3,50000,False,True,vip_only,90019.71,53886.69,52386.69,7858.0,2095.47,9953.47,0.0,0.0,12396.0,22349.47,31537.22,0.4147
747,NU,3,50000,True,False,dtc_only,90019.71,53886.69,52386.69,7858.0,2095.47,9953.47,2098.4,0.0,0.0,12051.87,41834.82,0.2237
748,NU,3,50000,True,True,dtc_and_vip,90019.71,53886.69,52386.69,7858.0,2095.47,9953.47,2098.4,0.0,12396.0,24447.87,29438.82,0.4537
749,NU,3,75000,False,False,baseline,90019.71,53886.69,51636.69,7745.5,2065.47,9810.97,0.0,0.0,0.0,9810.97,44075.72,0.1821
750,NU,3,75000,False,True,vip_only,90019.71,53886.69,51636.69,7745.5,2065.47,9810.97,0.0,0.0,12396.0,22206.97,31679.72,0.4121
751,NU,3,75000,True,False,dtc_only,90019.71,53886.69,51636.69,7745.5,2065.47,9810.97,2098.4,0.0,0.0,11909.37,41977.32,0.221
752,NU,3,75000,True,True,dtc_and_vip,90019.71,53886.69,51636.69,7745.5,2065.47,9810.97,2098.4,0.0,12396.0,24305.37,29581.32,0.451
753,NU,3,100000,False,False,baseline,90019.71,53886.69,51127.69,7669.15,2045.11,9714.26,0.0,0.0,0.0,9714.26,44172.43,0.1803
754,NU,3,100000,False,True,vip_only,90019.71,53886.69,51127.69,7669.15,2045.11,9714.26,0.0,0.0,12396.0,22110.26,31776.43,0.4103
755,NU,3,100000,True,False,dtc_only,90019.71,53886.69,51127.69,7669.15,2045.11,9714.26,2098.4,0.0,0.0,11812.66,42074.03,0.2192
756,NU,3,100000,True,True,dtc_and_vip,90019.71,53886.69,51127.69,7669.15,2045.11,9714.26,2098.4,0.0,12396.0,24208.66,29678.03,0.4493
757,NU,3,150000,False,False,baseline,90019.71,53886.69,51127.69,7669.15,2045.11,9714.26,0.0,0.0,0.0,9714.26,44172.43,0.1803
758,NU,3,150000,False,True,vip_only,90019.71,53886.69,51127.69,7669.15,2045.11,9714.26,0.0,0.0,12396.0,22110.26,31776.43,0.4103
759,NU,3,150000,True,False,dtc_only,90019.71,53886.69,51127.69,7669.15,2045.11,9714.26,2098.4,0.0,0.0,11812.66,42074.03,0.2192
760,NU,3,150000,True,True,dtc_and_vip,90019.71,53886.69,51127.69,7669.15,2045.11,9714.26,2098.4,0.0,12396.0,24208.66,29678.03,0.4493
761,NU,4,25000,False,False,baseline,67417.02,51931.44,51181.44,7677.22,2047.26,9724.47,0.0,536.9,0.0,10261.38,41670.06,0.1976
762,NU,4,25000,False,True,vip_only,67417.02,51931.44,51181.44,7677.22,2047.26,9724.47,0.0,536.9,12396.0,22657.38,29274.06,0.4363
763,NU,4,25000,True,False,dtc_only,67417.02,51931.44,51181.44,7677.22,2047.26,9724.47,2098.4,536.9,0.0,12359.78,39571.66,0.238
764,NU,4,25000,True,True,dtc_and_vip,67417.02,51931.44,51181.44,7677.22,2047.26,9724.47,2098.4,536.9,12396.0,24755.78,27175.66,0.4767
765,NU,4,50000,False,False,baseline,67417.02,51931.44,50431.44,7564.72,2017.26,9581.97,0.0,0.0,0.0,9581.97,42349.47,0.1845
766,NU,4,50000,False,True,vip_only,67417.02,51931.44,50431.44,7564.72,2017.26,9581.97,0.0,0.0,12396.0,21977.97,29953.47,0.4232
767,NU,4,50000,True,False,dtc_only,67417.02,51931.44,50431.44,7564.72,2017.26,9581.97,2098.4,0.0,0.0,11680.37,40251.07,0.2249
768,NU,4,50000,True,True,dtc_and_vip,67417.02,51931.44,50431.44,7564.72,2017.26,9581.97,2098.4,0.0,12396.0,24076.37,27855.07,0.4636
769,NU,4,75000,False,False,baseline,67417.02,51931.44,49681.44,7452.22,1987.26,9439.47,0.0,0.0,0.0,9439.47,42491.97,0.1818
770,NU,4,75000,False,True,vip_only,67417.02,51931.44,49681.44,7452.22,1987.26,9439.47,0.0,0.0,12396.0,21835.47,30095.97,0.4205
771,NU,4,75000,True,False,dtc_only,67417.02,51931.44,49681.44,7452.22,1987.26,9439.47,2098.4,0.0,0.0,11537.87,40393.57,0.2222
772,NU,4,75000,True,True,dtc_and_vip,67417.02,51931.44,49681.44,7452.22,1987.26,9439.47,2098.4,0.0,12396.0,23933.87,27997.57,0.4609
773,NU,4,100000,False,False,baseline,67417.02,51931.44,49172.44,7375.87,1966.9,9342.76,0.0,0.0,0.0,9342.76,42588.68,0.1799
774,NU,4,100000,False,True,vip_only,67417.02,51931.44,49172.44,7375.87,1966.9,9342.76,0.0,0.0,12396.0,21738.76,30192.68,0.4186
775,NU,4,100000,True,False,dtc_only,67417.02,51931.44,49172.44,7375.87,1966.9,9342.76,2098.4,0.0,0.0,11441.16,40490.28,0.2203
776,NU,4,100000,True,True,dtc_and_vip,67417.02,51931.44,49172.44,7375.87,1966.9,9342.76,2098.4,0.0,12396.0,23837.16,28094.28,0.459
777,NU,4,150000,False,False,baseline,67417.02,51931.44,49172.44,7375.87,1966.9,9342.76,0.0,0.0,0.0,9342.76,42588.68,0.1799
778,NU,4,150000,False,True,vip_only,67417.02,51931.44,49172.44,7375.87,1966.9,9342.76,0.0,0.0,12396.0,21738.76,30192.68,0.4186
779,NU,4,150000,True,False,dtc_only,67417.02,51931.44,49172.44,7375.87,1966.9,9342.76,2098.4,0.0,0.0,11441.16,40490.28,0.2203
780,NU,4,150000,True,True,dtc_and_vip,67417.02,51931.44,49172.44,7375.87,1966.9,9342.76,2098.4,0.0,12396.0,23837.16,28094.28,0.459
781,NU,5,25000,False,False,baseline,44814.33,44814.33,44064.33,6609.65,1762.57,8372.22,0.0,0.0,0.0,8372.22,36442.11,0.1868
782,NU,5,25000,False,True,vip_only,44814.33,44814.33,44064.33,6609.65,1762.57,8372.22,0.0,0.0,12396.0,20768.22,24046.11,0.4634
783,NU,5,25000,True,False,dtc_only,44814.33,44814.33,44064.33,6609.65,1762.57,8372.22,2098.4,0.0,0.0,10470.62,34343.71,0.2336
784,NU,5,25000,True,True,dtc_and_vip,44814.33,44814.33,44064.33,6609.65,1762.57,8372.22,2098.4,0.0,12396.0,22866.62,21947.71,0.5103
785,NU,5,50000,False,False,baseline,44814.33,44814.33,43314.33,6497.15,1732.57,8229.72,0.0,0.0,0.0,8229.72,36584.61,0.1836
786,NU,5,50000,False,True,vip_only,44814.33,44814.33,43314.33,6497.15,1732.57,8229.72,0.0,0.0,12396.0,20625.72,24188.61,0.4602
787,NU,5,50000,True,False,dtc_only,44814.33,44814.33,43314.33,6497.15,1732.57,8229.72,2098.4,0.0,0.0,10328.12,34486.21,0.2305
788,NU,5,50000,True,True,dtc_and_vip,44814.33,44814.33,43314.33,6497.15,1732.57,8229.72,2098.4,0.0,12396.0,22724.12,22090.21,0.5071
789,NU,5,75000,False,False,baseline,44814.33,44814.33,42564.33,6384.65,1702.57,8087.22,0.0,0.0,0.0,8087.22,36727.11,0.1805
790,NU,5,75000,False,True,vip_only,44814.33,44814.33,42564.33,6384.65,1702.57,8087.22,0.0,0.0,12396.0,20483.22,24331.11,0.4571
791,NU,5,75000,True,False,dtc_only,44814.33,44814.33,42564.33,6384.65,1702.57,8087.22,2098.4,0.0,0.0,10185.62,34628.71,0.2273
792,NU,5,75000,True,True,dtc_and_vip,44814.33,44814.33,42564.33,6384.65,1702.57,8087.22,2098.4,0.0,12396.0,22581.62,22232.71,0.5039
793,NU,5,100000,False,False,baseline,44814.33,44814.33,42055.33,6308.3,1682.21,7990.51,0.0,0.0,0.0,7990.51,36823.82,0.1783
794,NU,5,100000,False,True,vip_only,44814.33,44814.33,42055.33,6308.3,1682.21,7990.51,0.0,0.0,12396.0,20386.51,24427.82,0.4549
795,NU,5,100000,True,False,dtc_only,44814.33,44814.33,42055.33,6308.3,1682.21,7990.51,2098.4,0.0,0.0,10088.91,34725.42,0.2251
796,NU,5,100000,True,True,dtc_and_vip,44814.33,44814.33,42055.33,6308.3,1682.21,7990.51,2098.4,0.0,12396.0,22484.91,22329.42,0.5017
797,NU,5,150000,False,False,baseline,44814.33,44814.33,42055.33,6308.3,1682.21,7990.51,0.0,0.0,0.0,7990.51,36823.82,0.1783
798,NU,5,150000,False,True,vip_only,44814.33,44814.33,42055.33,6308.3,1682.21,7990.51,0.0,0.0,12396.0,20386.51,24427.82,0.4549
799,NU,5,150000,True,False,dtc_only,44814.33,44814.33,42055.33,6308.3,1682.21,7990.51,2098.4,0.0,0.0,10088.91,34725.42,0.2251
800,NU,5,150000,True,True,dtc_and_vip,44814.33,44814.33,42055.33,6308.3,1682.21,7990.51,2098.4,0.0,12396.0,22484.91,22329.42,0.5017
801,ON,1,25000,False,False,baseline,94060.56,55737.66,54987.66,8248.15,2776.88,11025.03,0.0,564.94,0.0,11589.97,44147.69,0.2079
802,ON,1,25000,False,True,vip_only,94060.56,55737.66,54987.66,8248.15,2776.88,11025.03,0.0,564.94,12396.0,23985.97,31751.69,0.4303
803,ON,1,25000,True,False,dtc_only,94060.56,55737.66,54987.66,8248.15,2776.88,11025.03,1998.42,564.94,0.0,13588.39,42149.27,0.2438
804,ON,1,25000,True,True,dtc_and_vip,94060.56,55737.66,54987.66,8248.15,2776.88,11025.03,1998.42,564.94,12396.0,25984.39,29753.27,0.4662
805,ON,1,50000,False,False,baseline,94060.56,55737.66,54237.66,8135.65,2739.0,10874.65,0.0,0.0,0.0,10874.65,44863.01,0.1951
806,ON,1,50000,False,True,vip_only,94060.56,55737.66,54237.66,8135.65,2739.0,10874.65,0.0,0.0,12396.0,23270.65,32467.01,0.4175
807,ON,1,50000,True,False,dtc_only,94060.56,55737.66,54237.66,8135.65,2739.0,10874.65,1998.42,0.0,0.0,12873.08,42864.58,0.231
808,ON,1,50000,True,True,dtc_and_vip,94060.56,55737.66,54237.66,8135.65,2739.0,10874.65,1998.42,0.0,12396.0,25269.08,30468.58,0.4534
809,ON,1,75000,False,False,baseline,94060.56,55737.66,53487.66,8023.15,2701.13,10724.28,0.0,0.0,0.0,10724.28,45013.38,0.1924
810,ON,1,75000,False,True,vip_only,94060.56,55737.66,53487.66,8023.15,2701.13,10724.28,0.0,0.0,12396.0,23120.28,32617.38,0.4148
811,ON,1,75000,True,False,dtc_only,94060.56,55737.66,53487.66,8023.15,2701.13,10724.28,1998.42,0.0,0.0,12722.7,43014.96,0.2283
812,ON,1,75000,True,True,dtc_and_vip,94060.56,55737.66,53487.66,8023.15,2701.13,10724.28,1998.42,0.0,12396.0,25118.7,30618.96,0.4507
813,ON,1,100000,False,False,baseline,94060.56,55737.66,52978.66,7946.8,2667.14,10613.94,0.0,0.0,0.0,10613.94,45123.72,0.1904
814,ON,1,100000,False,True,vip_only,94060.56,55737.66,52978.66,7946.8,2667.14,10613.94,0.0,0.0,12396.0,23009.94,32727.72,0.4128
815,ON,1,100000,True,False,dtc_only,94060.56,55737.66,52978.66,7946.8,2667.14,10613.94,1998.42,0.0,0.0,12612.36,43125.3,0.2263
816,ON,1,100000,True,True,dtc_and_vip,94060.56,55737.66,52978.66,7946.8,2667.14,10613.94,1998.42,0.0,12396.0,25008.36,30729.3,0.4487
817,ON,1,150000,False,False,baseline,94060.56,55737.66,52978.66,7946.8,2667.14,10613.94,0.0,0.0,0.0,10613.94,45123.72,0.1904
818,ON,1,150000,False,True,vip_only,94060.56,55737.66,52978.66,7946.8,2667.14,10613.94,0.0,0.0,12396.0,23009.94,32727.72,0.4128
819,ON,1,150000,True,False,dtc_only,94060.56,55737.66,52978.66,7946.8,2667.14,10613.94,1998.42,0.0,0.0,12612.36,43125.3,0.2263
820,ON,1,150000,True,True,dtc_and_vip,94060.56,55737.66,52978.66,7946.8,2667.14,10613.94,1998.42,0.0,12396.0,25008.36,30729.3,0.4487
821,ON,2,25000,False,False,baseline,78262.14,44136.51,43386.51,6507.98,2191.02,8699.0,0.0,564.94,0.0,9263.94,34872.57,0.2099
822,ON,2,25000,False,True,vip_only,78262.14,44136.51,43386.51,6507.98,2191.02,8699.0,0.0,564.94,12396.0,21659.94,22476.57,0.4907
823,ON,2,25000,True,False,dtc_only,78262.14,44136.51,43386.51,6507.98,2191.02,8699.0,1998.42,564.94,0.0,11262.36,32874.15,0.2552
824,ON,2,25000,True,True,dtc_and_vip,78262.14,44136.51,43386.51,6507.98,2191.02,8699.0,1998.42,564.94,12396.0,23658.36,20478.15,0.536
825,ON,2,50000,False,False,baseline,78262.14,44136.51,42636.51,6395.48,2153.14,8548.62,0.0,0.0,0.0,8548.62,35587.89,0.1937
826,ON,2,50000,False,True,vip_only,78262.14,44136.51,42636.51,6395.48,2153.14,8548.62,0.0,0.0,12396.0,20944.62,23191.89,0.4745
827,ON,2,50000,True,False,dtc_only,78262.14,44136.51,42636.51,6395.48,2153.14,8548.62,1998.42,0.0,0.0,10547.05,33589.46,0.239
828,ON,2,50000,True,True,dtc_and_vip,78262.14,44136.51,42636.51,6395.48,2153.14,8548.62,1998.42,0.0,12396.0,22943.05,21193.46,0.5198
829,ON,2,75000,False,False,baseline,78262.14,44136.51,41886.51,6282.98,2115.27,8398.25,0.0,0.0,0.0,8398.25,35738.26,0.1903
830,ON,2,75000,False,True,vip_only,78262.14,44136.51,41886.51,6282.98,2115.27,8398.25,0.0,0.0,12396.0,20794.25,23342.26,0.4711
831,ON,2,75000,True,False,dtc_only,78262.14,44136.51,41886.51,6282.98,2115.27,8398.25,1998.42,0.0,0.0,10396.67,33739.84,0.2356
832,ON,2,75000,True,True,dtc_and_vip,78262.14,44136.51,41886.51,6282.98,2115.27,8398.25,1998.42,0.0,12396.0,22792.67,21343.84,0.5164
833,ON,2,100000,False,False,baseline,78262.14,44136.51,41377.51,6206.63,2081.28,8287.91,0.0,0.0,0.0,8287.91,35848.6,0.1878
834,ON,2,100000,False,True,vip_only,78262.14,44136.51,41377.51,6206.63,2081.28,8287.91,0.0,0.0,12396.0,20683.91,23452.6,0.4686
835,ON,2,100000,True,False,dtc_only,78262.14,44136.51,41377.51,6206.63,2081.28,8287.91,1998.42,0.0,0.0,10286.33,33850.18,0.2331
836,ON,2,100000,True,True,dtc_and_vip,78262.14,44136.51,41377.51,6206.63,2081.28,8287.91,1998.42,0.0,12396.0,22682.33,21454.18,0.5139
837,ON,2,150000,False,False,baseline,78262.14,44136.51,41377.51,6206.63,2081.28,8287.91,0.0,0.0,0.0,8287.91,35848.6,0.1878
838,ON,2,150000,False,True,vip_only,78262.14,44136.51,41377.51,6206.63,2081.28,8287.91,0.0,0.0,12396.0,20683.91,23452.6,0.4686
839,ON,2,150000,True,False,dtc_only,78262.14,44136.51,41377.51,6206.63,2081.28,8287.91,1998.42,0.0,0.0,10286.33,33850.18,0.2331
840,ON,2,150000,True,True,dtc_and_vip,78262.14,44136.51,41377.51,6206.63,2081.28,8287.91,1998.42,0.0,12396.0,22682.33,21454.18,0.5139
841,ON,3,25000,False,False,baseline,62463.72,32717.85,31967.85,4795.18,1614.38,6409.55,0.0,564.94,0.0,6974.5,25743.35,0.2132
842,ON,3,25000,False,True,vip_only,62463.72,32717.85,31967.85,4795.18,1614.38,6409.55,0.0,564.94,12396.0,19370.5,13347.35,0.592
843,ON,3,25000,True,False,dtc_only,62463.72,32717.85,31967.85,4795.18,1614.38,6409.55,1998.42,564.94,0.0,8972.92,23744.93,0.2743
844,ON,3,25000,True,True,dtc_and_vip,62463.72,32717.85,31967.85,4795.18,1614.38,6409.55,1998.42,564.94,12396.0,21368.92,11348.93,0.6531
845,ON,3,50000,False,False,baseline,62463.72,32717.85,31217.85,4682.68,1576.5,6259.18,0.0,0.0,0.0,6259.18,26458.67,0.1913
846,ON,3,50000,False,True,vip_only,62463.72,32717.85,31217.85,4682.68,1576.5,6259.18,0.0,0.0,12396.0,18655.18,14062.67,0.5702
847,ON,3,50000,True,False,dtc_only,62463.72,32717.85,31217.85,4682.68,1576.5,6259.18,1998.42,0.0,0.0,8257.6,24460.25,0.2524
848,ON,3,50000,True,True,dtc_and_vip,62463.72,32717.85,31217.85,4682.68,1576.5,6259.18,1998.42,0.0,12396.0,20653.6,12064.25,0.6313
849,ON,3,75000,False,False,baseline,62463.72,32717.85,30467.85,4570.18,1538.63,6108.8,0.0,0.0,0.0,6108.8,26609.05,0.1867
850,ON,3,75000,False,True,vip_only,62463.72,32717.85,30467.85,4570.18,1538.63,6108.8,0.0,0.0,12396.0,18504.8,14213.05,0.5656
851,ON,3,75000,True,False,dtc_only,62463.72,32717.85,30467.85,4570.18,1538.63,6108.8,1998.42,0.0,0.0,8107.23,24610.62,0.2478
852,ON,3,75000,True,True,dtc_and_vip,62463.72,32717.85,30467.85,4570.18,1538.63,6108.8,1998.42,0.0,12396.0,20503.23,12214.62,0.6267
853,ON,3,100000,False,False,baseline,62463.72,32717.85,29958.85,4493.83,1504.64,5998.47,0.0,0.0,0.0,5998.47,26719.38,0.1833
854,ON,3,100000,False,True,vip_only,62463.72,32717.85,29958.85,4493.83,1504.64,5998.47,0.0,0.0,12396.0,18394.47,14323.38,0.5622
855,ON,3,100000,True,False,dtc_only,62463.72,32717.85,29958.85,4493.83,1504.64,5998.47,1998.42,0.0,0.0,7996.89,24720.96,0.2444
856,ON,3,100000,True,True,dtc_and_vip,62463.72,32717.85,29958.85,4493.83,1504.64,5998.47,1998.42,0.0,12396.0,20392.89,12324.96,0.6233
857,ON,3,150000,False,False,baseline,62463.72,32717.85,29958.85,4493.83,1504.64,5998.47,0.0,0.0,0.0,5998.47,26719.38,0.1833
858,ON,3,150000,False,True,vip_only,62463.72,32717.85,29958.85,4493.83,1504.64,5998.47,0.0,0.0,12396.0,18394.47,14323.38,0.5622
859,ON,3,150000,True,False,dtc_only,62463.72,32717.85,29958.85,4493.83,1504.64,5998.47,1998.42,0.0,0.0,7996.89,24720.96,0.2444
860,ON,3,150000,True,True,dtc_and_vip,62463.72,32717.85,29958.85,4493.83,1504.64,5998.47,1998.42,0.0,12396.0,20392.89,12324.96,0.6233
861,ON,4,25000,False,False,baseline,46665.3,21116.7,20366.7,3055.0,1028.52,4083.52,0.0,564.94,0.0,4648.47,16468.23,0.2201
862,ON,4,25000,False,True,vip_only,46665.3,21116.7,20366.7,3055.0,1028.52,4083.52,0.0,564.94,12396.0,17044.47,4072.23,0.8072
863,ON,4,25000,True,False,dtc_only,46665.3,21116.7,20366.7,3055.0,1028.52,4083.52,1998.42,564.94,0.0,6646.89,14469.81,0.3148
864,ON,4,25000,True,True,dtc_and_vip,46665.3,21116.7,20366.7,3055.0,1028.52,4083.52,1998.42,564.94,12396.0,19042.89,2073.81,0.9018
865,ON,4,50000,False,False,baseline,46665.3,21116.7,19616.7,2942.5,990.64,3933.15,0.0,0.0,0.0,3933.15,17183.55,0.1863
866,ON,4,50000,False,True,vip_only,46665.3,21116.7,19616.7,2942.5,990.64,3933.15,0.0,0.0,12396.0,16329.15,4787.55,0.7733
867,ON,4,50000,True,False,dtc_only,46665.3,21116.7,19616.7,2942.5,990.64,3933.15,1998.42,0.0,0.0,5931.57,15185.13,0.2809
868,ON,4,50000,True,True,dtc_and_vip,46665.3,21116.7,19616.7,2942.5,990.64,3933.15,1998.42,0.0,12396.0,18327.57,2789.13,0.8679
869,ON,4,75000,False,False,baseline,46665.3,21116.7,18866.7,2830.0,952.77,3782.77,0.0,0.0,0.0,3782.77,17333.93,0.1791
870,ON,4,75000,False,True,vip_only,46665.3,21116.7,18866.7,2830.0,952.77,3782.77,0.0,0.0,12396.0,16178.77,4937.93,0.7662
871,ON,4,75000,True,False,dtc_only,46665.3,21116.7,18866.7,2830.0,952.77,3782.77,1998.42,0.0,0.0,5781.2,15335.5,0.2738
872,ON,4,75000,True,True,dtc_and_vip,46665.3,21116.7,18866.7,2830.0,952.77,3782.77,1998.42,0.0,12396.0,18177.2,2939.5,0.8608
873,ON,4,100000,False,False,baseline,46665.3,21116.7,18357.7,2753.65,918.78,3672.44,0.0,0.0,0.0,3672.44,17444.26,0.1739
874,ON,4,100000,False,True,vip_only,46665.3,21116.7,18357.7,2753.65,918.78,3672.44,0.0,0.0,12396.0,16068.44,5048.26,0.7609
